"Year","StockName","SeriesLabel","Values"
2020,"Quillayute Fall","Agency Goal",NA
2021,"Quillayute Fall","PSC-Agreed Goal",3000
2021,"Quillayute Fall","Agency Goal",NA
2022,"Quillayute Fall","PSC-Agreed Goal",3000
2022,"Quillayute Fall","Agency Goal",NA
1975,"Hoh Spr Sum","PSC-Agreed Goal",NA
1975,"Hoh Spr Sum","Agency Goal",NA
1976,"Hoh Spr Sum","PSC-Agreed Goal",NA
1976,"Hoh Spr Sum","Agency Goal",900
1977,"Hoh Spr Sum","PSC-Agreed Goal",NA
1977,"Hoh Spr Sum","Agency Goal",900
1978,"Hoh Spr Sum","PSC-Agreed Goal",NA
1978,"Hoh Spr Sum","Agency Goal",900
1979,"Hoh Spr Sum","PSC-Agreed Goal",NA
1979,"Hoh Spr Sum","Agency Goal",900
1980,"Hoh Spr Sum","PSC-Agreed Goal",NA
1980,"Hoh Spr Sum","Agency Goal",900
1981,"Hoh Spr Sum","PSC-Agreed Goal",NA
1981,"Hoh Spr Sum","Agency Goal",900
1982,"Hoh Spr Sum","PSC-Agreed Goal",NA
1982,"Hoh Spr Sum","Agency Goal",900
1983,"Hoh Spr Sum","PSC-Agreed Goal",NA
1983,"Hoh Spr Sum","Agency Goal",900
1984,"Hoh Spr Sum","PSC-Agreed Goal",NA
1984,"Hoh Spr Sum","Agency Goal",900
1985,"Hoh Spr Sum","PSC-Agreed Goal",NA
1985,"Hoh Spr Sum","Agency Goal",900
1986,"Hoh Spr Sum","PSC-Agreed Goal",NA
1986,"Hoh Spr Sum","Agency Goal",900
1987,"Hoh Spr Sum","PSC-Agreed Goal",NA
1987,"Hoh Spr Sum","Agency Goal",900
1988,"Hoh Spr Sum","PSC-Agreed Goal",NA
1988,"Hoh Spr Sum","Agency Goal",900
1989,"Hoh Spr Sum","PSC-Agreed Goal",NA
1989,"Hoh Spr Sum","Agency Goal",900
1990,"Hoh Spr Sum","PSC-Agreed Goal",NA
1990,"Hoh Spr Sum","Agency Goal",900
1991,"Hoh Spr Sum","PSC-Agreed Goal",NA
1991,"Hoh Spr Sum","Agency Goal",900
1992,"Hoh Spr Sum","PSC-Agreed Goal",NA
1992,"Hoh Spr Sum","Agency Goal",900
1993,"Hoh Spr Sum","PSC-Agreed Goal",NA
1993,"Hoh Spr Sum","Agency Goal",900
1994,"Hoh Spr Sum","PSC-Agreed Goal",NA
1994,"Hoh Spr Sum","Agency Goal",900
1995,"Hoh Spr Sum","PSC-Agreed Goal",NA
1995,"Hoh Spr Sum","Agency Goal",900
1996,"Hoh Spr Sum","PSC-Agreed Goal",NA
1996,"Hoh Spr Sum","Agency Goal",900
1997,"Hoh Spr Sum","PSC-Agreed Goal",NA
1997,"Hoh Spr Sum","Agency Goal",900
1998,"Hoh Spr Sum","PSC-Agreed Goal",NA
1998,"Hoh Spr Sum","Agency Goal",900
1999,"Hoh Spr Sum","PSC-Agreed Goal",NA
1999,"Hoh Spr Sum","Agency Goal",900
2000,"Hoh Spr Sum","PSC-Agreed Goal",NA
2000,"Hoh Spr Sum","Agency Goal",900
2001,"Hoh Spr Sum","PSC-Agreed Goal",NA
2001,"Hoh Spr Sum","Agency Goal",900
2002,"Hoh Spr Sum","PSC-Agreed Goal",NA
2002,"Hoh Spr Sum","Agency Goal",900
2003,"Hoh Spr Sum","PSC-Agreed Goal",NA
2003,"Hoh Spr Sum","Agency Goal",900
2004,"Hoh Spr Sum","PSC-Agreed Goal",900
2004,"Hoh Spr Sum","Agency Goal",NA
2005,"Hoh Spr Sum","PSC-Agreed Goal",900
2005,"Hoh Spr Sum","Agency Goal",NA
2006,"Hoh Spr Sum","PSC-Agreed Goal",900
2006,"Hoh Spr Sum","Agency Goal",NA
2007,"Hoh Spr Sum","PSC-Agreed Goal",900
2007,"Hoh Spr Sum","Agency Goal",NA
2008,"Hoh Spr Sum","PSC-Agreed Goal",900
2008,"Hoh Spr Sum","Agency Goal",NA
2009,"Hoh Spr Sum","PSC-Agreed Goal",900
2009,"Hoh Spr Sum","Agency Goal",NA
2010,"Hoh Spr Sum","PSC-Agreed Goal",900
2010,"Hoh Spr Sum","Agency Goal",NA
2011,"Hoh Spr Sum","PSC-Agreed Goal",900
2011,"Hoh Spr Sum","Agency Goal",NA
2012,"Hoh Spr Sum","PSC-Agreed Goal",900
2012,"Hoh Spr Sum","Agency Goal",NA
2013,"Hoh Spr Sum","PSC-Agreed Goal",900
2013,"Hoh Spr Sum","Agency Goal",NA
2014,"Hoh Spr Sum","PSC-Agreed Goal",900
2014,"Hoh Spr Sum","Agency Goal",NA
2015,"Hoh Spr Sum","PSC-Agreed Goal",900
2015,"Hoh Spr Sum","Agency Goal",NA
2016,"Hoh Spr Sum","PSC-Agreed Goal",900
2016,"Hoh Spr Sum","Agency Goal",NA
2017,"Hoh Spr Sum","PSC-Agreed Goal",900
2017,"Hoh Spr Sum","Agency Goal",NA
2018,"Hoh Spr Sum","PSC-Agreed Goal",900
2018,"Hoh Spr Sum","Agency Goal",NA
2019,"Hoh Spr Sum","PSC-Agreed Goal",900
2019,"Hoh Spr Sum","Agency Goal",NA
2020,"Hoh Spr Sum","PSC-Agreed Goal",900
2020,"Hoh Spr Sum","Agency Goal",NA
2021,"Hoh Spr Sum","PSC-Agreed Goal",900
2021,"Hoh Spr Sum","Agency Goal",NA
2022,"Hoh Spr Sum","PSC-Agreed Goal",900
2022,"Hoh Spr Sum","Agency Goal",NA
1975,"Hoh Fall","PSC-Agreed Goal",NA
1975,"Hoh Fall","Agency Goal",NA
1976,"Hoh Fall","PSC-Agreed Goal",NA
1976,"Hoh Fall","Agency Goal",1200
1977,"Hoh Fall","PSC-Agreed Goal",NA
1977,"Hoh Fall","Agency Goal",1200
1978,"Hoh Fall","PSC-Agreed Goal",NA
1978,"Hoh Fall","Agency Goal",1200
1979,"Hoh Fall","PSC-Agreed Goal",NA
1979,"Hoh Fall","Agency Goal",1200
1980,"Hoh Fall","PSC-Agreed Goal",NA
1980,"Hoh Fall","Agency Goal",1200
1981,"Hoh Fall","PSC-Agreed Goal",NA
1981,"Hoh Fall","Agency Goal",1200
1982,"Hoh Fall","PSC-Agreed Goal",NA
1982,"Hoh Fall","Agency Goal",1200
1983,"Hoh Fall","PSC-Agreed Goal",NA
1983,"Hoh Fall","Agency Goal",1200
1984,"Hoh Fall","PSC-Agreed Goal",NA
1984,"Hoh Fall","Agency Goal",1200
1985,"Hoh Fall","PSC-Agreed Goal",NA
1985,"Hoh Fall","Agency Goal",1200
1986,"Hoh Fall","PSC-Agreed Goal",NA
1986,"Hoh Fall","Agency Goal",1200
1987,"Hoh Fall","PSC-Agreed Goal",NA
1987,"Hoh Fall","Agency Goal",1200
1988,"Hoh Fall","PSC-Agreed Goal",NA
1988,"Hoh Fall","Agency Goal",1200
1989,"Hoh Fall","PSC-Agreed Goal",NA
1989,"Hoh Fall","Agency Goal",1200
1990,"Hoh Fall","PSC-Agreed Goal",NA
1990,"Hoh Fall","Agency Goal",1200
1991,"Hoh Fall","PSC-Agreed Goal",NA
1991,"Hoh Fall","Agency Goal",1200
1992,"Hoh Fall","PSC-Agreed Goal",NA
1992,"Hoh Fall","Agency Goal",1200
1993,"Hoh Fall","PSC-Agreed Goal",NA
1993,"Hoh Fall","Agency Goal",1200
1994,"Hoh Fall","PSC-Agreed Goal",NA
1994,"Hoh Fall","Agency Goal",1200
1995,"Hoh Fall","PSC-Agreed Goal",NA
1995,"Hoh Fall","Agency Goal",1200
1996,"Hoh Fall","PSC-Agreed Goal",NA
1996,"Hoh Fall","Agency Goal",1200
1997,"Hoh Fall","PSC-Agreed Goal",NA
1997,"Hoh Fall","Agency Goal",1200
1998,"Hoh Fall","PSC-Agreed Goal",NA
1998,"Hoh Fall","Agency Goal",1200
1999,"Hoh Fall","PSC-Agreed Goal",NA
1999,"Hoh Fall","Agency Goal",1200
2000,"Hoh Fall","PSC-Agreed Goal",NA
2000,"Hoh Fall","Agency Goal",1200
2001,"Hoh Fall","PSC-Agreed Goal",NA
2001,"Hoh Fall","Agency Goal",1200
2002,"Hoh Fall","PSC-Agreed Goal",NA
2002,"Hoh Fall","Agency Goal",1200
2003,"Hoh Fall","PSC-Agreed Goal",NA
2003,"Hoh Fall","Agency Goal",1200
2004,"Hoh Fall","PSC-Agreed Goal",1200
2004,"Hoh Fall","Agency Goal",NA
2005,"Hoh Fall","PSC-Agreed Goal",1200
2005,"Hoh Fall","Agency Goal",NA
2006,"Hoh Fall","PSC-Agreed Goal",1200
2006,"Hoh Fall","Agency Goal",NA
2007,"Hoh Fall","PSC-Agreed Goal",1200
2007,"Hoh Fall","Agency Goal",NA
2008,"Hoh Fall","PSC-Agreed Goal",1200
2008,"Hoh Fall","Agency Goal",NA
2009,"Hoh Fall","PSC-Agreed Goal",1200
2009,"Hoh Fall","Agency Goal",NA
2010,"Hoh Fall","PSC-Agreed Goal",1200
2010,"Hoh Fall","Agency Goal",NA
2011,"Hoh Fall","PSC-Agreed Goal",1200
2011,"Hoh Fall","Agency Goal",NA
2012,"Hoh Fall","PSC-Agreed Goal",1200
2012,"Hoh Fall","Agency Goal",NA
2013,"Hoh Fall","PSC-Agreed Goal",1200
2013,"Hoh Fall","Agency Goal",NA
2014,"Hoh Fall","PSC-Agreed Goal",1200
2014,"Hoh Fall","Agency Goal",NA
2015,"Hoh Fall","PSC-Agreed Goal",1200
2015,"Hoh Fall","Agency Goal",NA
2016,"Hoh Fall","PSC-Agreed Goal",1200
2016,"Hoh Fall","Agency Goal",NA
2017,"Hoh Fall","PSC-Agreed Goal",1200
2017,"Hoh Fall","Agency Goal",NA
2018,"Hoh Fall","PSC-Agreed Goal",1200
2018,"Hoh Fall","Agency Goal",NA
2019,"Hoh Fall","PSC-Agreed Goal",1200
2019,"Hoh Fall","Agency Goal",NA
2020,"Hoh Fall","PSC-Agreed Goal",1200
2020,"Hoh Fall","Agency Goal",NA
2021,"Hoh Fall","PSC-Agreed Goal",1200
2021,"Hoh Fall","Agency Goal",NA
2022,"Hoh Fall","PSC-Agreed Goal",1200
2022,"Hoh Fall","Agency Goal",NA
1975,"Queets SprSum","PSC-Agreed Goal",NA
1975,"Queets SprSum","Agency Goal",NA
1976,"Queets SprSum","PSC-Agreed Goal",NA
1976,"Queets SprSum","Agency Goal",700
1977,"Queets SprSum","PSC-Agreed Goal",NA
1977,"Queets SprSum","Agency Goal",700
1978,"Queets SprSum","PSC-Agreed Goal",NA
1978,"Queets SprSum","Agency Goal",700
1979,"Queets SprSum","PSC-Agreed Goal",NA
1979,"Queets SprSum","Agency Goal",700
1980,"Queets SprSum","PSC-Agreed Goal",NA
1980,"Queets SprSum","Agency Goal",700
1981,"Queets SprSum","PSC-Agreed Goal",NA
1981,"Queets SprSum","Agency Goal",700
1982,"Queets SprSum","PSC-Agreed Goal",NA
1982,"Queets SprSum","Agency Goal",700
1983,"Queets SprSum","PSC-Agreed Goal",NA
1983,"Queets SprSum","Agency Goal",700
1984,"Queets SprSum","PSC-Agreed Goal",NA
1984,"Queets SprSum","Agency Goal",700
1985,"Queets SprSum","PSC-Agreed Goal",NA
1985,"Queets SprSum","Agency Goal",700
1986,"Queets SprSum","PSC-Agreed Goal",NA
1986,"Queets SprSum","Agency Goal",700
1987,"Queets SprSum","PSC-Agreed Goal",NA
1987,"Queets SprSum","Agency Goal",700
1988,"Queets SprSum","PSC-Agreed Goal",NA
1988,"Queets SprSum","Agency Goal",700
1989,"Queets SprSum","PSC-Agreed Goal",NA
1989,"Queets SprSum","Agency Goal",700
1990,"Queets SprSum","PSC-Agreed Goal",NA
1990,"Queets SprSum","Agency Goal",700
1991,"Queets SprSum","PSC-Agreed Goal",NA
1991,"Queets SprSum","Agency Goal",700
1992,"Queets SprSum","PSC-Agreed Goal",NA
1992,"Queets SprSum","Agency Goal",700
1993,"Queets SprSum","PSC-Agreed Goal",NA
1993,"Queets SprSum","Agency Goal",700
1994,"Queets SprSum","PSC-Agreed Goal",NA
1994,"Queets SprSum","Agency Goal",700
1995,"Queets SprSum","PSC-Agreed Goal",NA
1995,"Queets SprSum","Agency Goal",700
1996,"Queets SprSum","PSC-Agreed Goal",NA
1996,"Queets SprSum","Agency Goal",700
1997,"Queets SprSum","PSC-Agreed Goal",NA
1997,"Queets SprSum","Agency Goal",700
1998,"Queets SprSum","PSC-Agreed Goal",NA
1998,"Queets SprSum","Agency Goal",700
1999,"Queets SprSum","PSC-Agreed Goal",NA
1999,"Queets SprSum","Agency Goal",700
2000,"Queets SprSum","PSC-Agreed Goal",NA
2000,"Queets SprSum","Agency Goal",700
2001,"Queets SprSum","PSC-Agreed Goal",NA
2001,"Queets SprSum","Agency Goal",700
2002,"Queets SprSum","PSC-Agreed Goal",NA
2002,"Queets SprSum","Agency Goal",700
2003,"Queets SprSum","PSC-Agreed Goal",NA
2003,"Queets SprSum","Agency Goal",700
2004,"Queets SprSum","PSC-Agreed Goal",700
2004,"Queets SprSum","Agency Goal",NA
2005,"Queets SprSum","PSC-Agreed Goal",700
2005,"Queets SprSum","Agency Goal",NA
2006,"Queets SprSum","PSC-Agreed Goal",700
2006,"Queets SprSum","Agency Goal",NA
2007,"Queets SprSum","PSC-Agreed Goal",700
2007,"Queets SprSum","Agency Goal",NA
2008,"Queets SprSum","PSC-Agreed Goal",700
2008,"Queets SprSum","Agency Goal",NA
2009,"Queets SprSum","PSC-Agreed Goal",700
2009,"Queets SprSum","Agency Goal",NA
2010,"Queets SprSum","PSC-Agreed Goal",700
2010,"Queets SprSum","Agency Goal",NA
2011,"Queets SprSum","PSC-Agreed Goal",700
2011,"Queets SprSum","Agency Goal",NA
2012,"Queets SprSum","PSC-Agreed Goal",700
2012,"Queets SprSum","Agency Goal",NA
2013,"Queets SprSum","PSC-Agreed Goal",700
2013,"Queets SprSum","Agency Goal",NA
2014,"Queets SprSum","PSC-Agreed Goal",700
2014,"Queets SprSum","Agency Goal",NA
2015,"Queets SprSum","PSC-Agreed Goal",700
2015,"Queets SprSum","Agency Goal",NA
2016,"Queets SprSum","PSC-Agreed Goal",700
2016,"Queets SprSum","Agency Goal",NA
2017,"Queets SprSum","PSC-Agreed Goal",700
2017,"Queets SprSum","Agency Goal",NA
2018,"Queets SprSum","PSC-Agreed Goal",700
2018,"Queets SprSum","Agency Goal",NA
2019,"Queets SprSum","PSC-Agreed Goal",700
2019,"Queets SprSum","Agency Goal",NA
2020,"Queets SprSum","PSC-Agreed Goal",700
2020,"Queets SprSum","Agency Goal",NA
2021,"Queets SprSum","PSC-Agreed Goal",700
2021,"Queets SprSum","Agency Goal",NA
2022,"Queets SprSum","PSC-Agreed Goal",700
2022,"Queets SprSum","Agency Goal",NA
1975,"Queets Fall","PSC-Agreed Goal",NA
1975,"Queets Fall","Agency Goal",NA
1976,"Queets Fall","PSC-Agreed Goal",NA
1976,"Queets Fall","Agency Goal",2500
1977,"Queets Fall","PSC-Agreed Goal",NA
1977,"Queets Fall","Agency Goal",2500
1978,"Queets Fall","PSC-Agreed Goal",NA
1978,"Queets Fall","Agency Goal",2500
1979,"Queets Fall","PSC-Agreed Goal",NA
1979,"Queets Fall","Agency Goal",2500
1980,"Queets Fall","PSC-Agreed Goal",NA
1980,"Queets Fall","Agency Goal",2500
1981,"Queets Fall","PSC-Agreed Goal",NA
1981,"Queets Fall","Agency Goal",2500
1982,"Queets Fall","PSC-Agreed Goal",NA
1982,"Queets Fall","Agency Goal",2500
1983,"Queets Fall","PSC-Agreed Goal",NA
1983,"Queets Fall","Agency Goal",2500
1984,"Queets Fall","PSC-Agreed Goal",NA
1984,"Queets Fall","Agency Goal",2500
1985,"Queets Fall","PSC-Agreed Goal",NA
1985,"Queets Fall","Agency Goal",2500
1986,"Queets Fall","PSC-Agreed Goal",NA
1986,"Queets Fall","Agency Goal",2500
1987,"Queets Fall","PSC-Agreed Goal",NA
1987,"Queets Fall","Agency Goal",2500
1988,"Queets Fall","PSC-Agreed Goal",NA
1988,"Queets Fall","Agency Goal",2500
1989,"Queets Fall","PSC-Agreed Goal",NA
1989,"Queets Fall","Agency Goal",2500
1990,"Queets Fall","PSC-Agreed Goal",NA
1990,"Queets Fall","Agency Goal",2500
1991,"Queets Fall","PSC-Agreed Goal",NA
1991,"Queets Fall","Agency Goal",2500
1992,"Queets Fall","PSC-Agreed Goal",NA
1992,"Queets Fall","Agency Goal",2500
1993,"Queets Fall","PSC-Agreed Goal",NA
1993,"Queets Fall","Agency Goal",2500
1994,"Queets Fall","PSC-Agreed Goal",NA
1994,"Queets Fall","Agency Goal",2500
1995,"Queets Fall","PSC-Agreed Goal",NA
1995,"Queets Fall","Agency Goal",2500
1996,"Queets Fall","PSC-Agreed Goal",NA
1996,"Queets Fall","Agency Goal",2500
1997,"Queets Fall","PSC-Agreed Goal",NA
1997,"Queets Fall","Agency Goal",2500
1998,"Queets Fall","PSC-Agreed Goal",NA
1998,"Queets Fall","Agency Goal",2500
1999,"Queets Fall","PSC-Agreed Goal",NA
1999,"Queets Fall","Agency Goal",2500
2000,"Queets Fall","PSC-Agreed Goal",NA
2000,"Queets Fall","Agency Goal",2500
2001,"Queets Fall","PSC-Agreed Goal",NA
2001,"Queets Fall","Agency Goal",2500
2002,"Queets Fall","PSC-Agreed Goal",NA
2002,"Queets Fall","Agency Goal",2500
2003,"Queets Fall","PSC-Agreed Goal",NA
2003,"Queets Fall","Agency Goal",2500
2004,"Queets Fall","PSC-Agreed Goal",2500
2004,"Queets Fall","Agency Goal",NA
2005,"Queets Fall","PSC-Agreed Goal",2500
2005,"Queets Fall","Agency Goal",NA
2006,"Queets Fall","PSC-Agreed Goal",2500
2006,"Queets Fall","Agency Goal",NA
2007,"Queets Fall","PSC-Agreed Goal",2500
2007,"Queets Fall","Agency Goal",NA
2008,"Queets Fall","PSC-Agreed Goal",2500
2008,"Queets Fall","Agency Goal",NA
2009,"Queets Fall","PSC-Agreed Goal",2500
2009,"Queets Fall","Agency Goal",NA
2010,"Queets Fall","PSC-Agreed Goal",2500
2010,"Queets Fall","Agency Goal",NA
2011,"Queets Fall","PSC-Agreed Goal",2500
2011,"Queets Fall","Agency Goal",NA
2012,"Queets Fall","PSC-Agreed Goal",2500
2012,"Queets Fall","Agency Goal",NA
2013,"Queets Fall","PSC-Agreed Goal",2500
2013,"Queets Fall","Agency Goal",NA
2014,"Queets Fall","PSC-Agreed Goal",2500
2014,"Queets Fall","Agency Goal",NA
2015,"Queets Fall","PSC-Agreed Goal",2500
2015,"Queets Fall","Agency Goal",NA
2016,"Queets Fall","PSC-Agreed Goal",2500
2016,"Queets Fall","Agency Goal",NA
2017,"Queets Fall","PSC-Agreed Goal",2500
2017,"Queets Fall","Agency Goal",NA
2018,"Queets Fall","PSC-Agreed Goal",2500
2018,"Queets Fall","Agency Goal",NA
2019,"Queets Fall","PSC-Agreed Goal",2500
2019,"Queets Fall","Agency Goal",NA
2020,"Queets Fall","PSC-Agreed Goal",2500
2020,"Queets Fall","Agency Goal",NA
2021,"Queets Fall","PSC-Agreed Goal",2500
2021,"Queets Fall","Agency Goal",NA
2022,"Queets Fall","PSC-Agreed Goal",2500
2022,"Queets Fall","Agency Goal",NA
1975,"Grays Harbor Spr","Agency Goal",NA
1976,"Grays Harbor Spr","Agency Goal",1400
1977,"Grays Harbor Spr","Agency Goal",1400
1978,"Grays Harbor Spr","Agency Goal",1400
1979,"Grays Harbor Spr","Agency Goal",1400
1980,"Grays Harbor Spr","Agency Goal",1400
1981,"Grays Harbor Spr","Agency Goal",1400
1982,"Grays Harbor Spr","Agency Goal",1400
1983,"Grays Harbor Spr","Agency Goal",1400
1984,"Grays Harbor Spr","Agency Goal",1400
1985,"Grays Harbor Spr","Agency Goal",1400
1986,"Grays Harbor Spr","Agency Goal",1400
1987,"Grays Harbor Spr","Agency Goal",1400
1988,"Grays Harbor Spr","Agency Goal",1400
1989,"Grays Harbor Spr","Agency Goal",1400
1990,"Grays Harbor Spr","Agency Goal",1400
1991,"Grays Harbor Spr","Agency Goal",1400
1992,"Grays Harbor Spr","Agency Goal",1400
1993,"Grays Harbor Spr","Agency Goal",1400
1994,"Grays Harbor Spr","Agency Goal",1400
1995,"Grays Harbor Spr","Agency Goal",1400
1996,"Grays Harbor Spr","Agency Goal",1400
1997,"Grays Harbor Spr","Agency Goal",1400
1998,"Grays Harbor Spr","Agency Goal",1400
1999,"Grays Harbor Spr","Agency Goal",1400
2000,"Grays Harbor Spr","Agency Goal",1400
2001,"Grays Harbor Spr","Agency Goal",1400
2002,"Grays Harbor Spr","Agency Goal",1400
2003,"Grays Harbor Spr","Agency Goal",1400
2004,"Grays Harbor Spr","Agency Goal",1400
2005,"Grays Harbor Spr","Agency Goal",1400
2006,"Grays Harbor Spr","Agency Goal",1400
2007,"Grays Harbor Spr","Agency Goal",1400
2008,"Grays Harbor Spr","Agency Goal",1400
2009,"Grays Harbor Spr","Agency Goal",1400
2010,"Grays Harbor Spr","Agency Goal",1400
2011,"Grays Harbor Spr","Agency Goal",1400
2012,"Grays Harbor Spr","Agency Goal",1400
2013,"Grays Harbor Spr","Agency Goal",1400
2014,"Grays Harbor Spr","Agency Goal",1400
2015,"Grays Harbor Spr","Agency Goal",1400
2016,"Grays Harbor Spr","Agency Goal",1400
2017,"Grays Harbor Spr","Agency Goal",1400
2018,"Grays Harbor Spr","Agency Goal",1400
2019,"Grays Harbor Spr","Agency Goal",1400
2020,"Grays Harbor Spr","Agency Goal",1400
2021,"Grays Harbor Spr","Agency Goal",1400
2022,"Grays Harbor Spr","Agency Goal",1400
1975,"Grays Harbor Fall","PSC-Agreed Goal",NA
1975,"Grays Harbor Fall","Agency Goal",14600
1976,"Grays Harbor Fall","PSC-Agreed Goal",NA
1976,"Grays Harbor Fall","Agency Goal",14600
1977,"Grays Harbor Fall","PSC-Agreed Goal",NA
1977,"Grays Harbor Fall","Agency Goal",14600
1978,"Grays Harbor Fall","PSC-Agreed Goal",NA
1978,"Grays Harbor Fall","Agency Goal",14600
1979,"Grays Harbor Fall","PSC-Agreed Goal",NA
1979,"Grays Harbor Fall","Agency Goal",14600
1980,"Grays Harbor Fall","PSC-Agreed Goal",NA
1980,"Grays Harbor Fall","Agency Goal",14600
1981,"Grays Harbor Fall","PSC-Agreed Goal",NA
1981,"Grays Harbor Fall","Agency Goal",14600
1982,"Grays Harbor Fall","PSC-Agreed Goal",NA
1982,"Grays Harbor Fall","Agency Goal",14600
1983,"Grays Harbor Fall","PSC-Agreed Goal",NA
1983,"Grays Harbor Fall","Agency Goal",14600
1984,"Grays Harbor Fall","PSC-Agreed Goal",NA
1984,"Grays Harbor Fall","Agency Goal",14600
1985,"Grays Harbor Fall","PSC-Agreed Goal",NA
1985,"Grays Harbor Fall","Agency Goal",14600
1986,"Grays Harbor Fall","PSC-Agreed Goal",NA
1986,"Grays Harbor Fall","Agency Goal",14600
1987,"Grays Harbor Fall","PSC-Agreed Goal",NA
1987,"Grays Harbor Fall","Agency Goal",14600
1988,"Grays Harbor Fall","PSC-Agreed Goal",NA
1988,"Grays Harbor Fall","Agency Goal",14600
1989,"Grays Harbor Fall","PSC-Agreed Goal",NA
1989,"Grays Harbor Fall","Agency Goal",14600
1990,"Grays Harbor Fall","PSC-Agreed Goal",NA
1990,"Grays Harbor Fall","Agency Goal",14600
1991,"Grays Harbor Fall","PSC-Agreed Goal",NA
1991,"Grays Harbor Fall","Agency Goal",14600
1992,"Grays Harbor Fall","PSC-Agreed Goal",NA
1992,"Grays Harbor Fall","Agency Goal",14600
1993,"Grays Harbor Fall","PSC-Agreed Goal",NA
1993,"Grays Harbor Fall","Agency Goal",14600
1994,"Grays Harbor Fall","PSC-Agreed Goal",NA
1994,"Grays Harbor Fall","Agency Goal",14600
1995,"Grays Harbor Fall","PSC-Agreed Goal",NA
1995,"Grays Harbor Fall","Agency Goal",14600
1996,"Grays Harbor Fall","PSC-Agreed Goal",NA
1996,"Grays Harbor Fall","Agency Goal",14600
1997,"Grays Harbor Fall","PSC-Agreed Goal",NA
1997,"Grays Harbor Fall","Agency Goal",14600
1998,"Grays Harbor Fall","PSC-Agreed Goal",NA
1998,"Grays Harbor Fall","Agency Goal",14600
1999,"Grays Harbor Fall","PSC-Agreed Goal",NA
1999,"Grays Harbor Fall","Agency Goal",14600
2000,"Grays Harbor Fall","PSC-Agreed Goal",NA
2000,"Grays Harbor Fall","Agency Goal",14600
2001,"Grays Harbor Fall","PSC-Agreed Goal",NA
2001,"Grays Harbor Fall","Agency Goal",14600
2002,"Grays Harbor Fall","PSC-Agreed Goal",NA
2002,"Grays Harbor Fall","Agency Goal",14600
2003,"Grays Harbor Fall","PSC-Agreed Goal",NA
2003,"Grays Harbor Fall","Agency Goal",14600
2004,"Grays Harbor Fall","PSC-Agreed Goal",NA
2004,"Grays Harbor Fall","Agency Goal",14600
2005,"Grays Harbor Fall","PSC-Agreed Goal",NA
2005,"Grays Harbor Fall","Agency Goal",14600
2006,"Grays Harbor Fall","PSC-Agreed Goal",NA
2006,"Grays Harbor Fall","Agency Goal",14600
2007,"Grays Harbor Fall","PSC-Agreed Goal",NA
2007,"Grays Harbor Fall","Agency Goal",14600
2008,"Grays Harbor Fall","PSC-Agreed Goal",NA
2008,"Grays Harbor Fall","Agency Goal",14600
2009,"Grays Harbor Fall","PSC-Agreed Goal",NA
2009,"Grays Harbor Fall","Agency Goal",14600
2010,"Grays Harbor Fall","PSC-Agreed Goal",NA
2010,"Grays Harbor Fall","Agency Goal",14600
2011,"Grays Harbor Fall","PSC-Agreed Goal",NA
2011,"Grays Harbor Fall","Agency Goal",14600
2012,"Grays Harbor Fall","PSC-Agreed Goal",NA
2012,"Grays Harbor Fall","Agency Goal",14600
2013,"Grays Harbor Fall","PSC-Agreed Goal",NA
2013,"Grays Harbor Fall","Agency Goal",14600
2014,"Grays Harbor Fall","PSC-Agreed Goal",13326
2014,"Grays Harbor Fall","Agency Goal",NA
2015,"Grays Harbor Fall","PSC-Agreed Goal",13326
2015,"Grays Harbor Fall","Agency Goal",NA
2016,"Grays Harbor Fall","PSC-Agreed Goal",13326
2016,"Grays Harbor Fall","Agency Goal",NA
2017,"Grays Harbor Fall","PSC-Agreed Goal",13326
2017,"Grays Harbor Fall","Agency Goal",NA
2018,"Grays Harbor Fall","PSC-Agreed Goal",13326
2018,"Grays Harbor Fall","Agency Goal",NA
2019,"Grays Harbor Fall","PSC-Agreed Goal",13326
2019,"Grays Harbor Fall","Agency Goal",NA
2020,"Grays Harbor Fall","PSC-Agreed Goal",13326
2020,"Grays Harbor Fall","Agency Goal",NA
2021,"Grays Harbor Fall","PSC-Agreed Goal",13326
2021,"Grays Harbor Fall","Agency Goal",NA
2022,"Grays Harbor Fall","PSC-Agreed Goal",13326
2022,"Grays Harbor Fall","Agency Goal",NA
1975,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1975,"Mid-Columbia Sum","Agency Goal",NA
1976,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1976,"Mid-Columbia Sum","Agency Goal",NA
1977,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1977,"Mid-Columbia Sum","Agency Goal",NA
1978,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1978,"Mid-Columbia Sum","Agency Goal",NA
1979,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1979,"Mid-Columbia Sum","Agency Goal",NA
1980,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1980,"Mid-Columbia Sum","Agency Goal",NA
1981,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1981,"Mid-Columbia Sum","Agency Goal",NA
1982,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1982,"Mid-Columbia Sum","Agency Goal",NA
1983,"Mid-Columbia Sum","PSC-Agreed Goal",NA
